Route_No,Comments_1,Shape_Leng,cdo,twoway,sruface_ch,bollardpro,temporary,mandatory,width,surface_ch,buslane,OBJECTID,datasource,classifica,classifi_1,cyclelane,shareduse,segregated,trafficfre,signedrout,oneside,twoway_sin,oneplus,review,difference,gid,MERGE_SRC,Shape_Le_1
,,162.45510764400,,"0","0","0","0","0",0.00000000000,"0","0","4594",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","503",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,162.45510764400
,,87.28115489610,,"0","0","0","0","0",0.00000000000,"0","0","4595",jplinks_metrop,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","534",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,87.28115489610
,,9.90931752001,,"0","0","0","0","0",0.00000000000,"0","0","4596",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","1","728",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,9.90931752001
,,60.70338782840,,"0","0","0","0","0",0.00000000000,"0","1","4597",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","746",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,60.70338782840
,,39.22883387720,,"0","0","0","0","0",0.00000000000,"0","1","4598",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","747",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,39.22883387720
,,29.80389321400,,"0","0","0","0","0",0.00000000000,"0","1","4599",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","748",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,29.80389321400
,,66.16670931080,,"0","0","0","0","0",0.00000000000,"0","1","4600",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","749",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,66.16670931080
,,30.86466589430,,"0","0","0","0","0",0.00000000000,"0","0","4601",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","750",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.86466589430
,,39.42710631120,,"0","0","0","0","0",0.00000000000,"0","1","4603",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","752",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,39.42710631120
,,68.80944687400,,"0","0","0","0","0",0.00000000000,"0","1","4604",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","755",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,68.80944687400
,,21.14510309780,,"0","0","0","0","0",0.00000000000,"0","0","4606",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","1","757",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,21.14510309780
,,116.47642915900,,"0","0","0","0","0",0.00000000000,"0","1","4607",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","758",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,116.47642915900
,,33.83784863140,,"0","0","0","0","0",0.00000000000,"0","0","4608",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","760",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,33.83784863140
,,117.83392977600,,"0","0","0","0","0",0.00000000000,"0","1","4609",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","765",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,117.83392977600
,,46.68226340000,,"0","0","0","0","0",0.00000000000,"0","1","4611",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","786",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,46.68226340000
,,58.07300882050,,"0","0","0","0","0",0.00000000000,"0","1","4612",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","787",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,58.07300882050
,,60.48606107470,,"0","0","0","0","0",0.00000000000,"1","1","4614",gda_base_cycle_network,cyclelane,"surfacechange;buslane","1","0","0","0","0","0","0","1","1","1","801",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,60.48606107470
,,42.73104342920,,"0","0","0","0","0",0.00000000000,"0","0","4615",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","1","790",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,42.73104342920
,,190.54171660900,,"0","0","0","0","0",0.00000000000,"0","1","4616",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","791",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,190.54171660900
,,58.32615141090,,"0","0","0","0","0",0.00000000000,"0","0","4617",gda_base_cycle_network,cyclelane,shareduse,"1","1","0","0","0","0","0","0","1","0","792",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,58.32615141090
,,71.64635393130,,"0","0","0","0","0",0.00000000000,"0","0","4618",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","794",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,71.64635393130
,,125.05963484600,,"0","0","0","0","0",0.00000000000,"0","1","4619",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","797",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,125.05963484600
,,53.81487879330,,"0","0","0","0","0",0.00000000000,"0","1","4620",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","798",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,53.81487879330
,,78.13979521630,,"0","0","0","0","0",0.00000000000,"0","0","4621",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","1","824",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,78.13979521630
,,30.27123057070,,"0","0","0","0","0",0.00000000000,"0","1","4622",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","799",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.27123057070
,,57.54911797790,,"0","0","0","0","0",0.00000000000,"0","1","4625",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","809",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,57.54911797790
,,84.64813451300,,"0","0","0","0","0",0.00000000000,"0","1","4626",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","829",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,84.64813451300
,,34.52345442870,,"0","0","0","0","0",0.00000000000,"0","1","4627",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","830",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,34.52345442870
,,23.71751923960,,"0","0","0","0","0",0.00000000000,"0","1","4628",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","831",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,23.71751923960
,,114.28314410200,,"0","0","0","0","0",0.00000000000,"0","1","4630",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","832",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,114.28314410200
,,87.01853044510,,"0","0","0","0","0",0.00000000000,"0","1","4632",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","834",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,87.01853044510
,,95.63957558960,,"0","0","0","0","0",0.00000000000,"0","1","4633",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","898",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,95.63957558960
,,176.21108595300,,"0","0","0","0","0",0.00000000000,"0","1","4634",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","899",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,176.21108595300
,,84.89731707260,,"0","0","0","0","0",0.00000000000,"0","0","4635",gda_base_cycle_network,cyclelane,shareduse,"1","1","0","0","0","0","0","0","1","1","929",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,84.89731707260
,,46.38123971260,,"0","0","0","0","0",0.00000000000,"0","1","4636",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","900",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,46.38123971260
,,60.19248348570,,"0","0","0","0","0",0.00000000000,"0","1","4637",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","901",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,60.19248348570
,,39.62974768380,,"0","0","0","0","0",0.00000000000,"0","1","4638",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","902",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,39.62974768380
,,32.51357184470,,"0","0","0","0","0",0.00000000000,"1","0","4639",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","986",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,32.51357184470
,,64.50827494070,,"0","0","0","0","0",0.00000000000,"0","0","4640",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","0","1","0","1","0","945",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,64.50827494070
,,109.43882585100,,"0","0","0","0","0",0.00000000000,"0","1","4642",gda_base_cycle_network,buslane,"shareduse;buslane","0","1","0","0","0","0","0","1","1","1","947",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,109.43882585100
,,84.81969366890,,"0","0","0","0","0",0.00000000000,"0","1","4644",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","949",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,84.81969366890
,,90.93287802640,,"0","0","0","0","0",0.00000000000,"0","1","4646",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","950",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,90.93287802640
,,84.59706362790,,"0","0","0","0","0",0.00000000000,"0","1","4647",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","951",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,84.59706362790
,,162.14449139800,,"0","0","0","0","0",0.00000000000,"0","1","4650",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","954",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,162.14449139800
,,51.40011913800,,"0","0","0","0","0",0.00000000000,"0","1","4651",gda_base_cycle_network,buslane,buslane,"1","0","0","0","0","0","0","0","1","1","987",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,51.40011913800
,,43.41027524650,,"0","0","0","0","0",0.00000000000,"0","1","4653",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","989",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,43.41027524650
,,12.16552506060,,"0","0","0","0","0",0.00000000000,"0","0","4654",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","990",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,12.16552506060
,,139.61827855300,,"0","0","0","0","0",0.00000000000,"0","1","4655",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","992",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,139.61827855300
,,8.06225774830,,"0","0","0","0","0",0.00000000000,"0","0","4657",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","994",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,8.06225774830
,,63.87068455420,,"0","0","0","0","0",0.00000000000,"0","1","4658",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","996",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,63.87068455420
,,49.82897969580,,"0","0","0","0","0",0.00000000000,"0","1","4659",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","997",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,49.82897969580
,,82.67456913530,,"0","0","0","0","0",0.00000000000,"0","1","4661",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1026",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,82.67456913530
,,46.15714276180,,"0","0","0","0","0",0.00000000000,"0","1","4662",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1042",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,46.15714276180
,,104.58600212200,,"0","0","0","0","0",0.00000000000,"0","1","4664",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","1","1048",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,104.58600212200
,,6.97052808198,,"0","0","0","0","0",0.00000000000,"0","0","4665",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","1","1049",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,6.97052808198
,,45.11937468390,,"0","0","0","0","0",0.00000000000,"0","0","4666",gda_base_cycle_network,cyclelane,shareduse,"1","1","0","0","0","0","0","0","1","0","1028",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,45.11937468390
,,50.39788059640,,"0","0","0","0","0",0.00000000000,"0","1","4669",gda_base_cycle_network,buslane,"shareduse;buslane","0","1","0","0","0","0","0","1","1","1","1078",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,50.39788059640
,,53.51888011970,,"0","0","0","0","0",0.00000000000,"1","1","4671",gda_base_cycle_network,cyclelane,"surfacechange;buslane","1","0","0","0","0","0","0","1","1","1","1066",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,53.51888011970
,,270.64066068300,,"0","0","0","0","0",0.00000000000,"0","1","4673",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1068",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,270.64066068300
,,29.38562994900,,"0","0","0","0","0",0.00000000000,"0","0","4674",gda_base_cycle_network,cyclelane,segregatedcyclelane,"1","0","1","0","0","0","0","0","1","0","1069",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,29.38562994900
,,38.61873655530,,"0","0","0","0","0",0.00000000000,"0","0","4675",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","1070",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,38.61873655530
,,3.59458091087,,"0","0","0","0","0",0.00000000000,"0","0","4676",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","0","1","0","1","0","1137",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,3.59458091087
,,48.64597670000,,"0","0","0","0","0",0.00000000000,"0","0","4677",gda_base_cycle_network,cyclelane,"cyclelane;shreduse","1","1","0","0","0","0","0","1","1","1","1108",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,48.64597670000
,,23.53235005900,,"0","0","0","0","0",0.00000000000,"0","1","4678",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1110",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,23.53235005900
,,13.64966611460,,"0","0","0","0","0",0.00000000000,"0","1","4680",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1113",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,13.64966611460
,,125.60320470800,,"0","0","0","0","0",0.00000000000,"1","0","4681",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1129",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,125.60320470800
,,7.66477618790,,"0","0","0","0","0",0.00000000000,"1","0","4682",gda_base_cycle_network,cyclelane,surfacechange,"1","0","0","0","0","0","0","0","1","1","1114",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,7.66477618790
,,54.47735601950,,"0","0","0","0","0",0.00000000000,"0","0","4683",gda_base_cycle_network,cyclelane,segregatedcyclelane,"1","0","1","0","0","0","0","0","1","1","1116",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,54.47735601950
,,21.82591480080,,"0","0","0","0","0",0.00000000000,"0","1","4685",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1118",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,21.82591480080
,,12.52860872190,,"0","0","0","0","0",0.00000000000,"0","1","4686",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","1","1120",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,12.52860872190
,,36.80602485850,,"0","0","0","0","0",0.00000000000,"1","0","4688",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1158",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,36.80602485850
,,68.45219837110,,"0","0","0","0","0",0.00000000000,"0","0","4689",gda_base_cycle_network,cyclelane,segregatedcyclelane,"1","0","1","0","0","0","0","0","1","1","1149",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,68.45219837110
,,39.82716798010,,"0","0","0","0","0",0.00000000000,"0","0","4690",gda_base_cycle_network,cyclelane,segregatedcyclelane,"1","0","1","0","0","0","0","0","1","1","1150",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,39.82716798010
,,19.65627969880,,"0","0","0","0","0",0.00000000000,"0","1","4691",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1151",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,19.65627969880
,,52.73653290750,,"0","0","0","0","0",0.00000000000,"0","1","4692",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1152",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,52.73653290750
,,175.86759778400,,"0","0","0","0","0",0.00000000000,"0","0","4693",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","1","1180",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,175.86759778400
,,26.44273091650,,"0","0","0","0","0",0.00000000000,"1","0","4694",gda_base_cycle_network,surfacechange,,"0","0","0","0","0","1","0","0","1","1","1225",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,26.44273091650
,,48.42689184340,,"0","0","0","0","0",0.00000000000,"0","1","4695",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1188",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,48.42689184340
,,131.36403288300,,"0","0","0","0","0",0.00000000000,"0","1","4696",gda_base_cycle_network,buslane,shareduse,"0","1","1","0","0","0","0","0","1","1","1197",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,131.36403288300
,,316.06152460700,,"0","0","0","0","0",0.00000000000,"1","0","4697",gda_base_cycle_network,shareduse,surfacechange,"0","1","0","0","0","0","0","0","1","1","1189",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,316.06152460700
,,296.78367850900,,"0","0","0","0","0",0.00000000000,"0","1","4698",gda_base_cycle_network,buslane,shareduse,"0","1","0","0","0","0","0","0","1","0","1190",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,296.78367850900
,,118.51650312500,,"0","0","0","0","0",0.00000000000,"1","0","4699",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1212",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,118.51650312500
,,20.53465457800,,"0","0","0","0","0",0.00000000000,"0","0","4700",gda_base_cycle_network,segregatedcyclelane,segregatedcyclelane,"0","0","1","0","0","0","0","0","1","0","1193",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,20.53465457800
,,40.31128874150,,"0","0","0","0","0",0.00000000000,"0","0","4701",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1194",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,40.31128874150
,,59.72436311190,,"0","0","0","0","0",0.00000000000,"0","1","4702",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","1","1217",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,59.72436311190
,,28.55239616270,,"0","0","0","0","0",0.00000000000,"0","1","4703",gda_base_cycle_network,cyclelane,buslane,"1","0","0","0","0","0","0","0","1","0","1195",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,28.55239616270
,,177.74736689000,,"0","0","0","0","0",0.00000000000,"0","0","4704",gda_base_cycle_network,shareduse,segregatedcyclelane,"0","1","1","0","0","0","0","0","1","1","1269",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,177.74736689000
,,286.91586518700,,"0","0","0","0","0",0.00000000000,"1","0","4705",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1227",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,286.91586518700
,,13.00000000000,,"0","0","0","0","0",0.00000000000,"0","0","4706",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1229",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,13.00000000000
,,36.05551275460,,"0","0","0","0","0",0.00000000000,"0","0","4707",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1230",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,36.05551275460
,,107.72793167900,,"0","0","0","0","0",0.00000000000,"1","0","4708",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1231",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,107.72793167900
,,217.61742654600,,"0","0","0","0","0",0.00000000000,"0","0","4709",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","1236",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,217.61742654600
,,30.39984325060,,"0","0","0","0","0",0.00000000000,"0","0","4710",gda_base_cycle_network,cyclelane,,"1","0","0","0","0","1","0","0","1","1","1228",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,30.39984325060
,,84.43664334920,,"0","0","0","0","0",0.00000000000,"0","0","4711",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","1237",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,84.43664334920
,,42.84496341110,,"0","0","0","0","0",0.00000000000,"0","0","4712",gda_base_cycle_network,"shareduse;cyclelane",cyclelane,"1","1","0","0","0","0","0","1","1","1","1239",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,42.84496341110
,,53.52041172890,,"0","0","0","0","0",0.00000000000,"1","0","4713",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1240",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,53.52041172890
,,97.76994101650,,"0","0","0","0","0",0.00000000000,"0","0","4714",gda_base_cycle_network,segregatedcyclelane,segregatedcyclelane,"0","0","1","0","0","0","0","0","1","0","1245",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,97.76994101650
,,24.64308444870,,"0","0","0","0","0",0.00000000000,"0","0","4715",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","1246",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,24.64308444870
,,153.58502807700,,"0","0","0","0","0",0.00000000000,"0","0","4716",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","1247",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,153.58502807700
,,73.49101175690,,"0","0","0","0","0",0.00000000000,"0","0","4717",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","1270",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,73.49101175690
,,91.94786321450,,"0","0","0","0","0",0.00000000000,"1","0","4718",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1274",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,91.94786321450
,,18.94297727310,,"0","0","0","0","0",0.00000000000,"1","0","4719",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1275",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,18.94297727310
,,217.92319803700,,"0","0","0","0","0",0.00000000000,"0","0","4720",gda_base_cycle_network,cyclelane,cyclelane,"1","0","0","0","0","0","0","0","1","0","1276",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,217.92319803700
,,369.37019047200,,"0","0","0","0","0",0.00000000000,"1","0","4721",gda_base_cycle_network,surfacechange,surfacechange,"0","0","0","0","0","0","0","0","1","1","1277",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,369.37019047200
,,86.72548386220,,"0","0","0","0","0",0.00000000000,"0","0","4722",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1278",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,86.72548386220
,,67.00000000000,,"0","0","0","0","0",0.00000000000,"0","0","4723",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1279",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,67.00000000000
,,95.58549167400,,"0","0","0","0","0",0.00000000000,"0","0","4724",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","1290",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,95.58549167400
,,395.36506349000,,"0","0","0","0","0",0.00000000000,"0","0","4726",gda_base_cycle_network,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1280",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,395.36506349000
,,35.73691909010,,"0","0","0","0","0",0.00000000000,"0","1","4727",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","1281",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,35.73691909010
,,205.54055505800,,"0","0","0","0","0",0.00000000000,"0","0","4728",gda_base_cycle_network,shareduse,shareduse,"0","1","0","0","0","0","0","0","1","0","1282",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,205.54055505800
,,122.33151678900,,"0","0","0","0","0",0.00000000000,"0","0","4729",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1309",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,122.33151678900
,,118.27087553600,,"0","0","0","0","0",0.00000000000,"0","0","4730",jplinks_metrop,trafficfree,,"0","0","0","1","0","0","0","0","1","0","1310",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,118.27087553600
,,196.25799472300,,"0","0","0","0","0",0.00000000000,"0","1","4731",gda_base_cycle_network,buslane,buslane,"0","0","0","0","0","0","0","0","1","0","1311",New Group Layer\Dublin_BikeLife_20200206_Compass_Less_Intersect,196.25799472300
